subroutine,arg_type,arg_name,dim
annual_flux_dribbler_gridcell,character,units,0
annual_flux_dribbler_gridcell,logical,allows_non_annual_delta,0
annual_flux_dribbler_patch,bounds_type,bounds,0
annual_flux_dribbler_patch,character,name,0
annual_flux_dribbler_patch,character,units,0
annual_flux_dribbler_patch,logical,allows_non_annual_delta,0
set_curr_delta,annual_flux_dribbler_type,this,0
set_curr_delta,bounds_type,bounds,0
set_curr_delta,real,delta,2
get_curr_flux,annual_flux_dribbler_type,this,0
get_curr_flux,bounds_type,bounds,0
get_curr_flux,real,flux,2
get_dribbled_delta,annual_flux_dribbler_type,this,0
get_dribbled_delta,bounds_type,bounds,0
get_dribbled_delta,real,delta,2
get_amount_left_to_dribble_beg,annual_flux_dribbler_type,this,0
get_amount_left_to_dribble_beg,bounds_type,bounds,0
get_amount_left_to_dribble_beg,real,amount_left_to_dribble,2
get_amount_left_to_dribble_end,annual_flux_dribbler_type,this,0
get_amount_left_to_dribble_end,bounds_type,bounds,0
get_amount_left_to_dribble_end,real,amount_left_to_dribble,2
clean,annual_flux_dribbler_type,this,0
allocate_and_initialize_data,annual_flux_dribbler_type,this,0
allocate_and_initialize_data,bounds_type,bounds,0
set_metadata,annual_flux_dribbler_type,this,0
set_metadata,character,name,0
set_metadata,character,units,0
set_metadata,logical,allows_non_annual_delta,0
get_amount_left_to_dribble,annual_flux_dribbler_type,this,0
get_amount_left_to_dribble,bounds_type,bounds,0
get_amount_left_to_dribble,real,yearfrac,0
get_amount_left_to_dribble,real,amount_left_to_dribble,2
set_perchroot_opt,logical,perchroot_global,0
set_perchroot_opt,logical,perchroot_alt_global,0
calc_effective_soilporosity,bounds_type,bounds,0
calc_effective_soilporosity,integer,ubj,0
calc_effective_soilporosity,integer,numf,0
calc_effective_soilporosity,integer,filter,1
calc_effective_soilporosity,real,watsat,2
calc_effective_soilporosity,real,h2osoi_ice,2
calc_effective_soilporosity,real,denice,0
calc_effective_soilporosity,real,eff_por,2
calc_effective_snowporosity,bounds_type,bounds,0
calc_effective_snowporosity,integer,lbj,0
calc_effective_snowporosity,integer,jtop,1
calc_effective_snowporosity,integer,numf,0
calc_effective_snowporosity,integer,filter,1
calc_effective_snowporosity,real,h2osoi_ice,2
calc_effective_snowporosity,real,denice,0
calc_effective_snowporosity,real,eff_por,2
calc_volumetric_h2oliq,bounds_type,bounds,0
calc_volumetric_h2oliq,integer,jtop,1
calc_volumetric_h2oliq,integer,lbj,0
calc_volumetric_h2oliq,integer,ubj,0
calc_volumetric_h2oliq,integer,numf,0
calc_volumetric_h2oliq,integer,filter,1
calc_volumetric_h2oliq,real,eff_porosity,2
calc_volumetric_h2oliq,real,h2osoi_liq,2
calc_volumetric_h2oliq,real,denh2o,0
calc_volumetric_h2oliq,real,vol_liq,2
normalize_unfrozen_rootfr,bounds_type,bounds,0
normalize_unfrozen_rootfr,integer,ubj,0
normalize_unfrozen_rootfr,integer,fn,0
normalize_unfrozen_rootfr,integer,filterp,1
normalize_unfrozen_rootfr,canopystate_type,canopystate_vars,0
normalize_unfrozen_rootfr,soilstate_type,soilstate_vars,0
normalize_unfrozen_rootfr,real,rootfr_unf,2
calc_root_moist_stress_clm45default,bounds_type,bounds,0
calc_root_moist_stress_clm45default,integer,nlevgrnd,0
calc_root_moist_stress_clm45default,integer,fn,0
calc_root_moist_stress_clm45default,integer,filterp,1
calc_root_moist_stress_clm45default,real,rootfr_unf,2
calc_root_moist_stress_clm45default,soilstate_type,soilstate_vars,0
calc_root_moist_stress_clm45default,energyflux_type,energyflux_vars,0
calc_root_moist_stress,bounds_type,bounds,0
calc_root_moist_stress,integer,nlevgrnd,0
calc_root_moist_stress,integer,fn,0
calc_root_moist_stress,integer,filterp,1
calc_root_moist_stress,canopystate_type,canopystate_vars,0
calc_root_moist_stress,energyflux_type,energyflux_vars,0
calc_root_moist_stress,soilstate_type,soilstate_vars,0
calc_soilevap_stress,bounds_type,bounds,0
calc_soilevap_stress,integer,num_nolakec,0
calc_soilevap_stress,integer,filter_nolakec,1
calc_soilevap_stress,soilstate_type,soilstate_vars,0
calc_beta_leepielke1992,bounds_type,bounds,0
calc_beta_leepielke1992,integer,num_nolakec,0
calc_beta_leepielke1992,integer,filter_nolakec,1
calc_beta_leepielke1992,soilstate_type,soilstate_vars,0
calc_beta_leepielke1992,real,soilbeta,1
do_soilevap_beta,logical,lres,0
getlblcef,real,rho,0
getlblcef,real,temp,0
shr_spfn_erf_r4,real,x,0
shr_spfn_erf_r8,real,x,0
shr_spfn_erfc_r4,real,x,0
shr_spfn_erfc_r8,real,x,0
shr_spfn_erfc_scaled_r4,real,x,0
shr_spfn_erfc_scaled_r8,real,x,0
shr_spfn_gamma_r8,real,x,0
calerf_r8,real,arg,0
calerf_r8,real,result,0
calerf_r8,integer,jint,0
calerf_r4,real,arg,0
calerf_r4,real,result,0
calerf_r4,integer,jint,0
shr_spfn_gamma_nonintrinsic_r8,real,x,0
shr_spfn_igamma,real,a,0
shr_spfn_igamma,real,x,0
initsoilparvic,integer,c,0
initsoilparvic,real,claycol,2
initsoilparvic,real,sandcol,2
initsoilparvic,real,om_fraccol,2
initsoilparvic,soilhydrology_type,soilhydrology_vars,0
initelmvicmap,integer,c,0
initelmvicmap,soilhydrology_type,soilhydrology_vars,0
linear_interp,real,x,0
linear_interp,real,y,0
linear_interp,real,x0,0
linear_interp,real,x1,0
linear_interp,real,y0,0
linear_interp,real,y1,0
tridiagonal_sr,bounds_type,bounds,0
tridiagonal_sr,integer,lbj,0
tridiagonal_sr,integer,ubj,0
tridiagonal_sr,integer,jtop,1
tridiagonal_sr,integer,numf,0
tridiagonal_sr,integer,filter,1
tridiagonal_sr,real,a,2
tridiagonal_sr,real,b,2
tridiagonal_sr,real,c,2
tridiagonal_sr,real,r,2
tridiagonal_sr,real,u,2
tridiagonal_sr,logical,is_col_active,1
tridiagonal_mr,bounds_type,bounds,0
tridiagonal_mr,integer,lbj,0
tridiagonal_mr,integer,ubj,0
tridiagonal_mr,integer,jtop,1
tridiagonal_mr,integer,numf,0
tridiagonal_mr,integer,filter,1
tridiagonal_mr,integer,ntrcs,0
tridiagonal_mr,real,a,2
tridiagonal_mr,real,b,2
tridiagonal_mr,real,c,2
tridiagonal_mr,real,r,3
tridiagonal_mr,real,u,3
tridiagonal_mr,logical,is_col_active,1
trisim,bounds_type,bounds,0
trisim,integer,lbj,0
trisim,integer,ubj,0
trisim,integer,numf,0
trisim,integer,filter,1
trisim,real,a1,2
trisim,real,b1,2
trisim,real,c1,2
trisim,real,d1,2
trisim,real,e1,2
trisim,real,a2,2
trisim,real,b2,2
trisim,real,c2,2
trisim,real,d2,2
trisim,real,e2,2
trisim,real,w1,2
trisim,real,w2,2
tridiagonal_sr_with_var_bottom,bounds_type,bounds,0
tridiagonal_sr_with_var_bottom,integer,lbj,0
tridiagonal_sr_with_var_bottom,integer,ubj,0
tridiagonal_sr_with_var_bottom,integer,jtop,1
tridiagonal_sr_with_var_bottom,integer,jbot,1
tridiagonal_sr_with_var_bottom,integer,numf,0
tridiagonal_sr_with_var_bottom,integer,filter,1
tridiagonal_sr_with_var_bottom,real,a,2
tridiagonal_sr_with_var_bottom,real,b,2
tridiagonal_sr_with_var_bottom,real,c,2
tridiagonal_sr_with_var_bottom,real,r,2
tridiagonal_sr_with_var_bottom,real,u,2
tridiagonal_sr_with_var_bottom,logical,is_col_active,1
readch4params,file_desc_t,ncid,0
ch4,bounds_type,bounds,0
ch4,integer,num_soilc,0
ch4,integer,filter_soilc,1
ch4,integer,num_lakec,0
ch4,integer,filter_lakec,1
ch4,integer,num_soilp,0
ch4,integer,filter_soilp,1
ch4,atm2lnd_type,atm2lnd_vars,0
ch4,lakestate_type,lakestate_vars,0
ch4,canopystate_type,canopystate_vars,0
ch4,soilstate_type,soilstate_vars,0
ch4,soilhydrology_type,soilhydrology_vars,0
ch4,energyflux_type,energyflux_vars,0
ch4,ch4_type,ch4_vars,0
ch4,lnd2atm_type,lnd2atm_vars,0
ch4,hlm_fates_interface_type,elm_fates,0
ch4_prod,bounds_type,bounds,0
ch4_prod,integer,num_methc,0
ch4_prod,integer,filter_methc,1
ch4_prod,integer,num_methp,0
ch4_prod,integer,filter_methp,1
ch4_prod,integer,jwt,1
ch4_prod,integer,sat,0
ch4_prod,logical,lake,0
ch4_prod,soilstate_type,soilstate_vars,0
ch4_prod,ch4_type,ch4_vars,0
ch4_prod,real,dtime,0
ch4_prod,hlm_fates_interface_type,elm_fates,0
ch4_oxid,bounds_type,bounds,0
ch4_oxid,integer,num_methc,0
ch4_oxid,integer,filter_methc,1
ch4_oxid,integer,jwt,1
ch4_oxid,integer,sat,0
ch4_oxid,logical,lake,0
ch4_oxid,soilstate_type,soilstate_vars,0
ch4_oxid,ch4_type,ch4_vars,0
ch4_oxid,real,dtime,0
ch4_aere,bounds_type,bounds,0
ch4_aere,integer,num_methc,0
ch4_aere,integer,filter_methc,1
ch4_aere,integer,num_methp,0
ch4_aere,integer,filter_methp,1
ch4_aere,integer,jwt,1
ch4_aere,integer,sat,0
ch4_aere,logical,lake,0
ch4_aere,canopystate_type,canopystate_vars,0
ch4_aere,soilstate_type,soilstate_vars,0
ch4_aere,energyflux_type,energyflux_vars,0
ch4_aere,ch4_type,ch4_vars,0
ch4_aere,real,dtime,0
ch4_aere,hlm_fates_interface_type,elm_fates,0
siteoxaere,logical,is_vegetated,0
siteoxaere,real,watsat,1
siteoxaere,real,h2osoi_vol,1
siteoxaere,real,t_soisno,1
siteoxaere,real,conc_ch4,1
siteoxaere,real,rootr,1
siteoxaere,real,qflx_tran_veg,0
siteoxaere,integer,jwt,0
siteoxaere,real,annsum_npp,0
siteoxaere,real,annavg_agnpp,0
siteoxaere,real,annavg_bgnpp,0
siteoxaere,real,elai,0
siteoxaere,real,frootc,0
siteoxaere,real,poros_tiller,0
siteoxaere,real,rootfr,1
siteoxaere,real,grnd_ch4_cond,0
siteoxaere,real,conc_o2,1
siteoxaere,real,c_atm,1
siteoxaere,real,z,1
siteoxaere,real,dz,1
siteoxaere,integer,sat,0
siteoxaere,real,tranloss,1
siteoxaere,real,aere,1
siteoxaere,real,oxaere,1
ch4_ebul,bounds_type,bounds,0
ch4_ebul,integer,num_methc,0
ch4_ebul,integer,filter_methc,1
ch4_ebul,integer,jwt,1
ch4_ebul,integer,sat,0
ch4_ebul,logical,lake,0
ch4_ebul,atm2lnd_type,atm2lnd_vars,0
ch4_ebul,lakestate_type,lakestate_vars,0
ch4_ebul,soilstate_type,soilstate_vars,0
ch4_ebul,ch4_type,ch4_vars,0
ch4_ebul,real,dtime,0
ch4_tran,bounds_type,bounds,0
ch4_tran,integer,num_methc,0
ch4_tran,integer,filter_methc,1
ch4_tran,integer,jwt,1
ch4_tran,real,dtime_ch4,0
ch4_tran,integer,sat,0
ch4_tran,logical,lake,0
ch4_tran,soilstate_type,soilstate_vars,0
ch4_tran,energyflux_type,energyflux_vars,0
ch4_tran,ch4_type,ch4_vars,0
ch4_tran,real,dtime,0
get_jwt,bounds_type,bounds,0
get_jwt,integer,num_methc,0
get_jwt,integer,filter_methc,1
get_jwt,integer,jwt,1
get_jwt,soilstate_type,soilstate_vars,0
ch4_annualupdate,bounds_type,bounds,0
ch4_annualupdate,integer,num_methc,0
ch4_annualupdate,integer,filter_methc,1
ch4_annualupdate,integer,num_methp,0
ch4_annualupdate,integer,filter_methp,1
ch4_annualupdate,ch4_type,ch4_vars,0
ch4_annualupdate,real,dt,0
ch4_annualupdate,real,dayspyr,0
wiso_kmol,integer,isp,0
wiso_kmol,real,rbot,0
wiso_kmol,real,zbot,0
wiso_kmol,real,ustar,0
wiso_kmol,real,alpkn,0
wiso_kmolv10,integer,isp,0
wiso_kmolv10,real,ustar,0
wiso_kmolv10,real,alpkn,0
wiso_alpl,integer,isp,0
wiso_alpl,real,tk,0
wiso_alpi,integer,isp,0
wiso_alpi,real,tk,0
wiso_akel,integer,isp,0
wiso_akel,real,tk,0
wiso_akel,real,hum0,0
wiso_akel,real,alpeq,0
wiso_akci,integer,isp,0
wiso_akci,real,tk,0
wiso_akci,real,alpeq,0
wiso_get_roce,integer,isp,0
wiso_flxoce,integer,iso,0
wiso_flxoce,real,rbot,0
wiso_flxoce,real,zbot,0
wiso_flxoce,real,wtbot,0
wiso_flxoce,real,ts,0
wiso_flxoce,real,rocn,0
wiso_flxoce,real,ustar,0
wiso_flxoce,real,re,0
wiso_flxoce,real,ssq,0
wiso_flxoce,real,qflx,0
wiso_flxoce,real,qbot,0
wiso_flxoce,real,qe,0
wiso_heff,real,h0,0
wiso_ssatf,real,tk,0
wiso_get_rstd,integer,isp,0
wiso_get_fisub,integer,isp,0
wiso_get_ispec,character,name,0
wiso_ratio,integer,isp,0
wiso_ratio,real,qiso,0
wiso_ratio,real,qtot,0
wiso_delta,integer,isp,0
wiso_delta,real,qiso,0
wiso_delta,real,qtot,0
shr_flux_adjust_constants,real,zvir,0
shr_flux_adjust_constants,real,cpair,0
shr_flux_adjust_constants,real,cpvir,0
shr_flux_adjust_constants,real,karman,0
shr_flux_adjust_constants,real,gravit,0
shr_flux_adjust_constants,real,latvap,0
shr_flux_adjust_constants,real,latice,0
shr_flux_adjust_constants,real,stebol,0
shr_flux_adjust_constants,real,flux_convergence_tolerance,0
shr_flux_adjust_constants,integer,flux_convergence_max_iteration,0
shr_flux_adjust_constants,logical,coldair_outbreak_mod,0
shr_flux_atmocn,integer,nmax,0
shr_flux_atmocn,real,zbot,1
shr_flux_atmocn,real,ubot,1
shr_flux_atmocn,real,vbot,1
shr_flux_atmocn,real,thbot,1
shr_flux_atmocn,real,qbot,1
shr_flux_atmocn,real,s16o,1
shr_flux_atmocn,real,shdo,1
shr_flux_atmocn,real,s18o,1
shr_flux_atmocn,real,rbot,1
shr_flux_atmocn,real,tbot,1
shr_flux_atmocn,real,us,1
shr_flux_atmocn,real,vs,1
shr_flux_atmocn,real,ts,1
shr_flux_atmocn,integer,mask,1
shr_flux_atmocn,real,seq_flux_atmocn_minwind,0
shr_flux_atmocn,real,sen,1
shr_flux_atmocn,real,lat,1
shr_flux_atmocn,real,lwup,1
shr_flux_atmocn,real,r16o,1
shr_flux_atmocn,real,rhdo,1
shr_flux_atmocn,real,r18o,1
shr_flux_atmocn,real,evap,1
shr_flux_atmocn,real,evap_16o,1
shr_flux_atmocn,real,evap_hdo,1
shr_flux_atmocn,real,evap_18o,1
shr_flux_atmocn,real,taux,1
shr_flux_atmocn,real,tauy,1
shr_flux_atmocn,real,tref,1
shr_flux_atmocn,real,qref,1
shr_flux_atmocn,integer,ocn_surface_flux_scheme,0
shr_flux_atmocn,real,duu10n,1
shr_flux_atmocn,real,u10res,1
shr_flux_atmocn,real,ustar_sv,1
shr_flux_atmocn,real,re_sv,1
shr_flux_atmocn,real,ssq_sv,1
shr_flux_atmocn,real,missval,0
shr_flux_atmocn,real,wsresp,1
shr_flux_atmocn,real,tau_est,1
shr_flux_atmocn,real,ugust,1
shr_flux_atmocn_ua,integer,nmax,0
shr_flux_atmocn_ua,real,zbot,1
shr_flux_atmocn_ua,real,ubot,1
shr_flux_atmocn_ua,real,vbot,1
shr_flux_atmocn_ua,real,thbot,1
shr_flux_atmocn_ua,real,qbot,1
shr_flux_atmocn_ua,real,s16o,1
shr_flux_atmocn_ua,real,shdo,1
shr_flux_atmocn_ua,real,s18o,1
shr_flux_atmocn_ua,real,rbot,1
shr_flux_atmocn_ua,real,tbot,1
shr_flux_atmocn_ua,real,pslv,1
shr_flux_atmocn_ua,real,us,1
shr_flux_atmocn_ua,real,vs,1
shr_flux_atmocn_ua,real,ts,1
shr_flux_atmocn_ua,integer,mask,1
shr_flux_atmocn_ua,real,sen,1
shr_flux_atmocn_ua,real,lat,1
shr_flux_atmocn_ua,real,lwup,1
shr_flux_atmocn_ua,real,r16o,1
shr_flux_atmocn_ua,real,rhdo,1
shr_flux_atmocn_ua,real,r18o,1
shr_flux_atmocn_ua,real,evap,1
shr_flux_atmocn_ua,real,evap_16o,1
shr_flux_atmocn_ua,real,evap_hdo,1
shr_flux_atmocn_ua,real,evap_18o,1
shr_flux_atmocn_ua,real,taux,1
shr_flux_atmocn_ua,real,tauy,1
shr_flux_atmocn_ua,real,tref,1
shr_flux_atmocn_ua,real,qref,1
shr_flux_atmocn_ua,real,duu10n,1
shr_flux_atmocn_ua,real,ustar_sv,1
shr_flux_atmocn_ua,real,re_sv,1
shr_flux_atmocn_ua,real,ssq_sv,1
shr_flux_atmocn_ua,real,missval,0
shr_flux_atmocn_ua,real,wsresp,1
shr_flux_atmocn_ua,real,tau_est,1
psi_ua,integer,k,0
psi_ua,real,zeta,0
qsat_ua,real,t,0
qsat_ua,real,p,0
qsat_ua,real,loc_epsilon,0
rough_ua,real,zo,0
rough_ua,real,zot,0
rough_ua,real,zoq,0
rough_ua,real,ustar,0
rough_ua,real,visa,0
cuberoot,real,a,0
shr_flux_atmocn_diurnal,integer,nmax,0
shr_flux_atmocn_diurnal,real,zbot,1
shr_flux_atmocn_diurnal,real,ubot,1
shr_flux_atmocn_diurnal,real,vbot,1
shr_flux_atmocn_diurnal,real,thbot,1
shr_flux_atmocn_diurnal,real,qbot,1
shr_flux_atmocn_diurnal,real,s16o,1
shr_flux_atmocn_diurnal,real,shdo,1
shr_flux_atmocn_diurnal,real,s18o,1
shr_flux_atmocn_diurnal,real,rbot,1
shr_flux_atmocn_diurnal,real,tbot,1
shr_flux_atmocn_diurnal,real,us,1
shr_flux_atmocn_diurnal,real,vs,1
shr_flux_atmocn_diurnal,real,ts,1
shr_flux_atmocn_diurnal,integer,mask,1
shr_flux_atmocn_diurnal,real,seq_flux_atmocn_minwind,0
shr_flux_atmocn_diurnal,real,sen,1
shr_flux_atmocn_diurnal,real,lat,1
shr_flux_atmocn_diurnal,real,lwup,1
shr_flux_atmocn_diurnal,real,r16o,1
shr_flux_atmocn_diurnal,real,rhdo,1
shr_flux_atmocn_diurnal,real,r18o,1
shr_flux_atmocn_diurnal,real,evap,1
shr_flux_atmocn_diurnal,real,evap_16o,1
shr_flux_atmocn_diurnal,real,evap_hdo,1
shr_flux_atmocn_diurnal,real,evap_18o,1
shr_flux_atmocn_diurnal,real,taux,1
shr_flux_atmocn_diurnal,real,tauy,1
shr_flux_atmocn_diurnal,real,tref,1
shr_flux_atmocn_diurnal,real,qref,1
shr_flux_atmocn_diurnal,real,ugust,1
shr_flux_atmocn_diurnal,real,lwdn,1
shr_flux_atmocn_diurnal,real,swdn,1
shr_flux_atmocn_diurnal,real,swup,1
shr_flux_atmocn_diurnal,real,prec,1
shr_flux_atmocn_diurnal,real,swpen,1
shr_flux_atmocn_diurnal,real,ocnsal,1
shr_flux_atmocn_diurnal,logical,ocn_prognostic,0
shr_flux_atmocn_diurnal,logical,flux_diurnal,0
shr_flux_atmocn_diurnal,integer,ocn_surface_flux_scheme,0
shr_flux_atmocn_diurnal,real,latt,1
shr_flux_atmocn_diurnal,real,long,1
shr_flux_atmocn_diurnal,real,warm,1
shr_flux_atmocn_diurnal,real,salt,1
shr_flux_atmocn_diurnal,real,speed,1
shr_flux_atmocn_diurnal,real,regime,1
shr_flux_atmocn_diurnal,real,warmmax,1
shr_flux_atmocn_diurnal,real,windmax,1
shr_flux_atmocn_diurnal,real,qsolavg,1
shr_flux_atmocn_diurnal,real,windavg,1
shr_flux_atmocn_diurnal,real,warmmaxinc,1
shr_flux_atmocn_diurnal,real,windmaxinc,1
shr_flux_atmocn_diurnal,real,qsolinc,1
shr_flux_atmocn_diurnal,real,windinc,1
shr_flux_atmocn_diurnal,real,ninc,1
shr_flux_atmocn_diurnal,real,tbulk,1
shr_flux_atmocn_diurnal,real,tskin,1
shr_flux_atmocn_diurnal,real,tskin_day,1
shr_flux_atmocn_diurnal,real,tskin_night,1
shr_flux_atmocn_diurnal,real,cskin,1
shr_flux_atmocn_diurnal,real,cskin_night,1
shr_flux_atmocn_diurnal,integer,secs,0
shr_flux_atmocn_diurnal,integer,dt,0
shr_flux_atmocn_diurnal,real,duu10n,1
shr_flux_atmocn_diurnal,real,ustar_sv,1
shr_flux_atmocn_diurnal,real,re_sv,1
shr_flux_atmocn_diurnal,real,ssq_sv,1
shr_flux_atmocn_diurnal,real,missval,0
shr_flux_atmocn_diurnal,logical,cold_start,0
shr_flux_atmocn_diurnal,real,wsresp,1
shr_flux_atmocn_diurnal,real,tau_est,1
shr_flux_atmice,integer,mask,1
shr_flux_atmice,real,zbot,1
shr_flux_atmice,real,ubot,1
shr_flux_atmice,real,vbot,1
shr_flux_atmice,real,thbot,1
shr_flux_atmice,real,qbot,1
shr_flux_atmice,real,rbot,1
shr_flux_atmice,real,tbot,1
shr_flux_atmice,real,ts,1
shr_flux_atmice,real,sen,1
shr_flux_atmice,real,lat,1
shr_flux_atmice,real,lwup,1
shr_flux_atmice,real,evap,1
shr_flux_atmice,real,taux,1
shr_flux_atmice,real,tauy,1
shr_flux_atmice,real,tref,1
shr_flux_atmice,real,qref,1
shr_flux_mostability,integer,option,0
shr_flux_mostability,real,arg1,0
shr_flux_mostability,real,arg2,0
shr_flux_mostability,real,arg3,0
shr_flux_mostability,real,arg4,0
shr_flux_mostability,real,arg5,0
shr_flux_update_stress,real,wind0,0
shr_flux_update_stress,real,wsresp,0
shr_flux_update_stress,real,tau_est,0
shr_flux_update_stress,real,tau,0
shr_flux_update_stress,real,prev_tau,0
shr_flux_update_stress,real,tau_diff,0
shr_flux_update_stress,real,prev_tau_diff,0
shr_flux_update_stress,real,wind_adj,0
cor30a,real,ubt,0
cor30a,real,vbt,0
cor30a,real,tbt,0
cor30a,real,qbt,0
cor30a,real,rbt,0
cor30a,real,uss,0
cor30a,real,vss,0
cor30a,real,tss,0
cor30a,real,qss,0
cor30a,real,zbl,0
cor30a,real,zbu,0
cor30a,real,zbt,0
cor30a,real,zrfu,0
cor30a,real,zrfq,0
cor30a,real,zrft,0
cor30a,real,tau,0
cor30a,real,hsb,0
cor30a,real,hlb,0
cor30a,real,zo,0
cor30a,real,zot,0
cor30a,real,zoq,0
cor30a,real,l,0
cor30a,real,usr,0
cor30a,real,tsr,0
cor30a,real,qsr,0
cor30a,real,cd,0
cor30a,real,ch,0
cor30a,real,ce,0
cor30a,real,trf,0
cor30a,real,qrf,0
cor30a,real,urf,0
cor30a,real,vrf,0
cor30a,real,wsresp,0
cor30a,real,tau_est,0
psiuo,real,zet,0
psit_30,real,zet,0
qsat,real,t,0
qsat,real,p,0
qsat,real,es,0
qsat,real,esdt,0
qsat,real,qs,0
qsat,real,qsdt,0
rhosat,real,t,0
rhosat,real,rho,0
rhosat,real,rhodt,0
frictionvelocity,integer,lbn,0
frictionvelocity,integer,ubn,0
frictionvelocity,integer,fn,0
frictionvelocity,integer,filtern,1
frictionvelocity,real,displa,1
frictionvelocity,real,z0m,1
frictionvelocity,real,z0h,1
frictionvelocity,real,z0q,1
frictionvelocity,real,obu,1
frictionvelocity,integer,iter,0
frictionvelocity,real,ur,1
frictionvelocity,real,um,1
frictionvelocity,real,ugust,1
frictionvelocity,real,ustar,1
frictionvelocity,real,temp1,1
frictionvelocity,real,temp2,1
frictionvelocity,real,temp12m,1
frictionvelocity,real,temp22m,1
frictionvelocity,real,fm,1
frictionvelocity,frictionvel_type,frictionvel_vars,0
frictionvelocity,logical,landunit_index,0
stabilityfunc1,real,zeta,0
stabilityfunc2,real,zeta,0
moninobukini,real,ur,0
moninobukini,real,thv,0
moninobukini,real,dthv,0
moninobukini,real,zldis,0
moninobukini,real,z0m,0
moninobukini,real,um,0
moninobukini,real,obu,0
soil_hk_interface,soil_water_retention_curve_type,this,0
soil_hk_interface,real,hksat,0
soil_hk_interface,real,imped,0
soil_hk_interface,real,s,0
soil_hk_interface,real,bsw,0
soil_hk_interface,real,hk,0
soil_hk_interface,real,dhkds,0
soil_suction_interface,soil_water_retention_curve_type,this,0
soil_suction_interface,real,smpsat,0
soil_suction_interface,real,s,0
soil_suction_interface,real,bsw,0
soil_suction_interface,real,smp,0
soil_suction_interface,real,dsmpds,0
soil_suction_inverse_interface,soil_water_retention_curve_type,this,0
soil_suction_inverse_interface,real,smp_target,0
soil_suction_inverse_interface,real,smpsat,0
soil_suction_inverse_interface,real,bsw,0
soil_suction_inverse_interface,real,s_target,0
canopyfluxes,bounds_type,bounds,0
canopyfluxes,integer,num_nolakeurbanp,0
canopyfluxes,integer,filter_nolakeurbanp,1
canopyfluxes,atm2lnd_type,atm2lnd_vars,0
canopyfluxes,canopystate_type,canopystate_vars,0
canopyfluxes,cnstate_type,cnstate_vars,0
canopyfluxes,energyflux_type,energyflux_vars,0
canopyfluxes,frictionvel_type,frictionvel_vars,0
canopyfluxes,soilstate_type,soilstate_vars,0
canopyfluxes,solarabs_type,solarabs_vars,0
canopyfluxes,surfalb_type,surfalb_vars,0
canopyfluxes,ch4_type,ch4_vars,0
canopyfluxes,photosyns_type,photosyns_vars,0
lakefluxes,bounds_type,bounds,0
lakefluxes,integer,num_lakec,0
lakefluxes,integer,filter_lakec,1
lakefluxes,integer,num_lakep,0
lakefluxes,integer,filter_lakep,1
lakefluxes,atm2lnd_type,atm2lnd_vars,0
lakefluxes,solarabs_type,solarabs_vars,0
lakefluxes,frictionvel_type,frictionvel_vars,0
lakefluxes,energyflux_type,energyflux_vars,0
lakefluxes,lakestate_type,lakestate_vars,0
baregroundfluxes,bounds_type,bounds,0
baregroundfluxes,integer,num_nolakeurbanp,0
baregroundfluxes,integer,filter_nolakeurbanp,1
baregroundfluxes,atm2lnd_type,atm2lnd_vars,0
baregroundfluxes,canopystate_type,canopystate_vars,0
baregroundfluxes,soilstate_type,soilstate_vars,0
baregroundfluxes,frictionvel_type,frictionvel_vars,0
baregroundfluxes,ch4_type,ch4_vars,0
